City,State,Region,Country,Post Code,Title,Creator,Owner,Value,Currency,Weighted value,Currency of Weighted value,Probability,Organization,Pipeline,Contact person,Stage,Deal created,Update time,Last stage change,Next activity date,Last activity date,Won time,Last email received,Last email sent,Lost time,Deal closed on,Expected close date,Status,Lost reason,Visible to,ID,Total activities,Done activities,Activities to do,Email messages count,Label,Product quantity,Product amount
Arcadia,California,Los Angeles County,United States,91007,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-23 02:29:50,2021-05-24 04:41:46,,2021-05-24,2021-05-24,,,,,,,Open,,entire company,13294,2,0,2,0,,,
Los Angeles,California,Los Angeles County,United States,90008,,Salesperson 6,Salesperson 6,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-23 01:16:49,2021-05-25 01:42:55,2021-05-25 01:40:26,2021-07-21,2021-05-25,,,2021-05-25 01:41:41,,,,Open,,entire company,13293,3,2,1,0,,,
Los Angeles,California,Los Angeles County,United States,90004,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-05-23 01:00:48,2021-05-25 01:38:54,2021-05-25 01:32:23,2021-06-15,2021-05-25,,,2021-05-25 01:38:10,,,,Open,,entire company,13292,4,3,1,1,,,
Los Angeles,California,Los Angeles County,United States,91311,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-23 00:55:41,2021-05-25 03:52:31,2021-05-25 03:51:46,2021-06-08,2021-05-25,,,2021-05-25 03:51:31,,,,Open,,entire company,13291,2,0,2,0,,,
Los Angeles,California,Los Angeles County,United States,90044,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-23 00:01:57,2021-05-23 00:02:11,,,,,,,,,,Open,,entire company,13290,3,2,1,1,,,
Manhasset,New York,Nassau County,United States,11030,,Salesperson 6,Salesperson 6,7500,USD,0,USD,,,Sales,,New Lead,2021-05-22 23:23:14,2021-05-25 01:29:45,2021-05-25 01:29:13,2021-06-09,2021-05-25,,,2021-05-25 01:29:12,,,,Open,,entire company,13289,2,2,0,0,,,
Los Angeles,California,Los Angeles County,United States,90061,,Salesperson 3,Salesperson 3,7500,USD,300,USD,,,Sales,,Discussion,2021-05-22 23:10:54,2021-05-24 03:40:15,2021-05-24 03:40:15,2021-05-26,2021-05-24,,,2021-05-24 03:32:46,,,,Open,,entire company,13288,3,2,1,1,,,
Pittsburg,California,Contra Costa County,United States,94565,,Salesperson 3,Salesperson 3,7500,USD,0,USD,,,Sales,,Discussion,2021-05-22 22:37:07,2021-05-25 05:43:42,2021-05-25 01:08:41,2021-07-27,2021-05-25,,,2021-05-25 01:09:59,,,,Open,,entire company,13287,3,2,1,1,,,
Napa,California,Napa County,United States,94559,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 21:09:46,2021-05-25 05:43:39,2021-05-25 00:44:18,,2021-05-25,,,,,,,Open,,entire company,13286,2,0,2,0,,,
New Castle,Delaware,New Castle County,United States,19720,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Discussion,2021-05-22 20:39:22,2021-05-23 20:32:19,2021-05-23 20:32:17,2021-05-31,2021-05-24,,,2021-05-23 20:32:10,,,,Open,,entire company,13285,5,4,1,3,,,
Tustin,California,Orange County,United States,92780,,Salesperson 6,Salesperson 6,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-22 18:59:41,2021-05-24 05:38:54,2021-05-24 05:38:44,2021-06-23,2021-05-24,,,2021-05-24 05:38:37,,,,Open,,entire company,13284,4,3,1,1,,,
Oakland,California,Alameda County,United States,94605,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 18:45:46,2021-05-24 05:25:54,2021-05-24 05:25:50,2021-06-23,2021-05-24,,,2021-05-24 05:25:36,,,,Open,,entire company,13283,2,0,2,0,,,
Torrance,California,Los Angeles County,United States,90505,,Salesperson 3,Salesperson 3,7500,USD,0,USD,,,Sales,,Discussion,2021-05-22 14:36:31,2021-05-25 05:41:56,2021-05-25 00:28:47,2021-06-11,2021-05-25,,,2021-05-25 00:32:32,,,,Open,,entire company,13282,1,0,1,1,,,
Santa Barbara,California,Santa Barbara County,United States,93101,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 12:50:12,2021-05-24 23:56:58,2021-05-24 23:56:43,2021-06-08,2021-05-25,,,2021-05-24 23:56:28,,,,Open,,entire company,13281,2,0,2,0,,,
Oxnard,California,Ventura County,United States,93035,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 12:25:07,2021-05-24 23:47:05,2021-05-24 23:46:58,2021-06-08,2021-05-25,,,2021-05-24 23:46:49,,,,Open,,entire company,13280,2,0,2,0,,,
Elmwood Park,New Jersey,Bergen County,United States,07407,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 12:21:53,2021-05-24 23:44:08,2021-05-24 23:44:00,2021-06-08,2021-05-25,,,2021-05-24 23:43:49,,,,Open,,entire company,13279,2,0,2,0,,,
San Francisco,California,San Francisco County,United States,94108,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-22 12:16:06,2021-05-22 12:16:19,,,,,,,,,,Open,,entire company,13278,3,2,1,1,,,
Lynwood,California,Los Angeles County,United States,90262,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 11:37:01,2021-05-24 09:50:14,,,,,,,,,,Open,,entire company,13277,2,0,2,0,,,
South Pasadena,California,Los Angeles County,United States,91030,,Salesperson 2,Salesperson 2,7500,USD,0,USD,,,Sales,,New Lead,2021-05-22 11:04:32,2021-05-24 01:51:18,2021-05-24 01:51:06,2021-06-01,2021-05-24,,,2021-05-24 01:50:53,,,2021-08-31,Open,,entire company,13276,2,2,0,0,,,
Culver City,California,Los Angeles County,United States,90232,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 10:58:24,2021-05-24 09:50:14,,,,,,,,,,Open,,entire company,13275,0,0,0,0,,,
West Hollywood,California,Los Angeles County,United States,90048,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-22 10:36:29,2021-05-22 10:36:38,,,,,,,,,,Open,,entire company,13274,4,3,1,1,,,
New York,New York,New York County,United States,10039,,Salesperson 2,Salesperson 2,7500,USD,0,USD,,,Sales,,New Lead,2021-05-22 10:26:23,2021-05-24 05:11:49,2021-05-24 05:11:49,2021-06-17,2021-05-24,,,2021-05-24 05:11:15,,,,Open,,entire company,13273,1,1,0,0,,,
Inglewood,California,Los Angeles County,United States,90312,,Salesperson 1,Salesperson 1,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-22 10:25:14,2021-05-23 20:34:43,2021-05-23 20:33:08,2021-06-07,2021-05-24,,,2021-05-23 20:34:35,,,,Open,,entire company,13272,4,3,1,1,,,
Los Angeles,California,Los Angeles County,United States,91606,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 10:19:35,2021-05-24 04:35:21,2021-05-24 04:35:08,2021-06-17,2021-05-24,,,2021-05-24 04:34:57,,,,Open,,entire company,13271,2,0,2,0,,,
New York,New York,New York County,United States,10025,,Salesperson 3,Salesperson 3,7500,USD,300,USD,,,Sales,,Discussion,2021-05-22 10:08:38,2021-05-22 10:08:51,,,,,,,,,,Open,,entire company,13270,5,4,1,3,,,
New York,New York,New York County,United States,10017,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-22 09:49:26,2021-05-24 23:40:21,2021-05-24 23:40:06,2021-06-08,2021-05-25,,,2021-05-24 23:39:56,,,,Open,,entire company,13269,3,2,1,1,,,
New York,New York,New York County,United States,10027,,Salesperson 3,Salesperson 3,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-22 09:48:59,2021-05-25 05:42:55,2021-05-24 02:26:31,2021-06-16,2021-05-24,,2021-05-24 08:25:12,2021-05-24 05:03:49,,,,Open,,entire company,13268,4,3,1,1,,,
Beverly Hills,California,Los Angeles County,United States,90211,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-22 09:07:31,2021-05-25 00:55:21,2021-05-25 00:41:08,,2021-05-25,,,2021-05-25 00:43:01,2021-05-25 00:55:21,2021-05-25 00:55:21,,Lost,Unresponsive,entire company,13267,3,2,1,1,,,
Upland,California,San Bernardino County,United States,91786,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 08:52:48,2021-05-22 08:52:56,,,,,,,,,,Open,,entire company,13266,2,0,2,0,,,
Los Angeles,California,Los Angeles County,United States,90062,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 08:20:38,2021-05-25 05:41:48,2021-05-24 23:37:18,2021-06-08,2021-05-25,,,2021-05-24 23:37:08,,,,Open,,entire company,13264,2,0,2,0,,,
Furlong,Pennsylvania,Bucks County,United States,18925,,Salesperson 2,Salesperson 2,7500,USD,0,USD,,,Sales,,New Lead,2021-05-22 07:53:46,2021-05-23 20:37:23,2021-05-23 20:35:19,2021-06-08,2021-05-24,,,2021-05-23 20:37:09,,,,Open,,entire company,13263,2,2,0,0,,,
Los Angeles,California,Los Angeles County,United States,90018,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-05-22 07:08:49,2021-05-24 04:33:36,2021-05-24 04:33:35,2021-06-04,2021-05-24,,,2021-05-24 04:33:08,,,,Open,,entire company,13262,3,2,1,0,,,
San Leandro,California,Alameda County,United States,94577,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 06:54:16,2021-05-24 04:25:26,2021-05-24 04:25:23,2021-06-04,2021-05-24,,,2021-05-24 04:25:01,,,,Open,,entire company,13261,2,0,2,0,,,
Allentown,Pennsylvania,Lehigh County,United States,18103,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 05:07:48,2021-05-22 05:08:02,,,,,,,,,,Open,,entire company,13260,2,0,2,0,,,
Modesto,California,Stanislaus County,United States,95350,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 04:53:55,2021-05-25 05:41:42,2021-05-24 23:30:43,2021-06-08,2021-05-25,,,2021-05-24 23:30:21,,,,Open,,entire company,13259,1,1,0,0,,,
Beverly Hills,California,Los Angeles County,United States,90210,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 04:33:50,2021-05-25 05:11:52,2021-05-25 05:11:43,2021-05-25,2021-05-25,,,2021-05-25 05:11:29,,,,Open,,entire company,13257,2,0,2,0,,,
Lancaster,California,Los Angeles County,United States,93534,,Salesperson 2,Salesperson 2,7500,USD,0,USD,,,Sales,,New Lead,2021-05-22 04:32:19,2021-05-25 04:42:35,2021-05-25 04:42:20,2021-05-26,2021-05-25,,,2021-05-25 04:42:11,,,,Open,,entire company,13256,2,2,0,0,,,
Los Angeles,California,Los Angeles County,United States,90066,,Salesperson 3,Salesperson 3,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-22 04:04:06,2021-05-24 04:29:05,2021-05-24 04:29:05,2021-06-14,2021-05-24,,,2021-05-24 04:28:36,,,,Open,,entire company,13253,4,3,1,1,,,
New Caney,Texas,Montgomery County,United States,77357,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-22 04:02:19,2021-05-22 04:02:34,,,,,,,,,,Open,,entire company,13252,3,2,1,1,,,
Woodbridge Township,New Jersey,Middlesex County,United States,07095,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-22 03:34:20,2021-05-22 03:34:32,,,,,,,,,,Open,,entire company,13251,1,0,1,0,,,
Fairfield,California,Solano County,United States,94533,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-22 03:03:08,2021-05-23 20:43:10,2021-05-23 20:41:07,2021-06-07,2021-05-24,,,2021-05-23 20:42:51,,,,Open,,entire company,13250,3,2,1,1,,,
Long Beach,California,Los Angeles County,United States,90813,,Salesperson 3,Salesperson 3,7500,USD,0,USD,,,Sales,,Discussion,2021-05-22 01:37:16,2021-05-22 01:37:24,,,,,,,,,,Open,,entire company,13249,1,0,1,1,,,
Rockville Centre,New York,Nassau County,United States,11570,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-22 01:04:54,2021-05-24 04:27:35,2021-05-24 04:27:26,2021-06-09,2021-05-24,,,2021-05-24 04:27:19,,,,Open,,entire company,13248,3,2,1,1,,,
Upper Saddle River,New Jersey,Bergen County,United States,07458,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-22 00:57:47,2021-05-25 00:28:27,2021-05-25 00:26:16,2021-07-06,2021-05-25,,,2021-05-25 00:27:43,,,,Open,,entire company,13247,2,0,2,0,,,
Princeton,New Jersey,Mercer County,United States,08540,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-22 00:01:54,2021-05-24 04:55:35,2021-05-24 02:08:56,2021-06-23,2021-05-24,,,2021-05-24 02:09:39,,,,Open,,entire company,13246,1,0,1,0,,,
Rancho Cucamonga,California,San Bernardino County,United States,91730,,Salesperson 2,Salesperson 2,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 21:23:36,2021-05-25 05:17:44,2021-05-25 05:17:37,2021-05-25,2021-05-25,,,2021-05-25 05:17:15,,,,Open,,entire company,13245,2,1,1,0,,,
Jersey City,New Jersey,Hudson County,United States,07307,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-21 21:15:24,2021-05-24 09:50:14,,,,,,,,,,Open,,entire company,13244,3,2,1,0,,,
Tenafly,New Jersey,Bergen County,United States,07670,,Salesperson 6,Salesperson 6,7500,USD,0,USD,65,,Sales,,Quote,2021-05-21 20:27:01,2021-05-24 09:50:14,,,,,,,,,,Open,,entire company,13243,2,2,0,1,,,
North Miami Beach,Florida,Miami-Dade County,United States,33160,,Salesperson 2,Salesperson 2,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 20:11:26,2021-05-24 09:50:14,,,,,,,,,,Open,,entire company,13242,2,1,1,0,,,
Totowa,New Jersey,Passaic County,United States,07512,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-21 18:58:03,2021-05-25 05:43:18,2021-05-24 07:24:42,2021-06-07,2021-05-24,,2021-05-24 23:51:53,2021-05-24 23:58:15,,,,Open,,entire company,13241,2,0,2,0,,,
Las Vegas,Nevada,Clark County,United States,89146,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-21 18:50:48,2021-05-25 08:21:22,2021-05-24 07:01:10,2021-05-26,2021-05-24,,,2021-05-24 07:00:59,,,,Open,,entire company,13240,3,2,1,1,,,
Corvallis,Oregon,Benton County,United States,97333,,Salesperson 2,Salesperson 2,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 18:34:51,2021-05-25 08:31:34,2021-05-24 06:56:34,2021-05-31,2021-05-24,,,2021-05-24 06:56:11,,,,Open,,entire company,13239,2,1,1,0,,,
Monrovia,California,Los Angeles County,United States,91016,,Salesperson 2,Salesperson 2,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 18:31:47,2021-05-24 05:14:36,2021-05-24 05:12:12,2021-07-06,2021-05-24,,,2021-05-24 05:13:47,,,,Open,,entire company,13238,2,1,1,0,,,
Claremont,California,Los Angeles County,United States,91711,,Salesperson 6,Salesperson 6,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 18:30:10,2021-05-21 22:10:17,,,,,,,,,,Open,,entire company,13237,4,3,1,1,,,
Buena Park,California,Orange County,United States,90620,,Salesperson 3,Salesperson 3,7500,USD,300,USD,,,Sales,,Discussion,2021-05-21 18:30:10,2021-05-21 19:42:21,,,,,,,,,,Open,,entire company,13236,4,3,1,1,,,
Mount Vernon,New York,Westchester County,United States,10550,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-21 16:16:33,2021-05-25 04:56:37,2021-05-25 04:56:18,2021-06-01,2021-05-25,,,2021-05-25 04:56:09,,,,Open,,entire company,13235,3,2,1,1,,,
Bell Gardens,California,Los Angeles County,United States,90201,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-21 14:14:23,2021-05-25 05:21:03,2021-05-25 05:20:45,2021-06-08,2021-05-25,,,2021-05-25 05:20:32,,,,Open,,entire company,13234,3,2,1,1,,,
Hollister,California,San Benito County,United States,95023,,Salesperson 3,Salesperson 3,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 13:48:31,2021-05-24 04:13:27,2021-05-24 04:13:06,2021-06-25,2021-05-24,,,2021-05-24 04:12:59,,,,Open,,entire company,13233,3,2,1,0,,,
Dix Hills,New York,Suffolk County,United States,11746,,Salesperson 6,Salesperson 6,7000,USD,3500,USD,50,,Sales,,Discussion,2021-05-21 12:12:12,2021-05-24 02:06:36,2021-05-24 02:01:14,2021-06-02,2021-05-24,,,2021-05-24 02:06:26,,,,Open,,entire company,13232,2,0,2,1,,,
Fontana,California,San Bernardino County,United States,92336,,Salesperson 2,Salesperson 2,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 11:54:48,2021-05-24 05:11:35,2021-05-24 05:07:23,2021-07-01,2021-05-24,,,2021-05-24 05:08:58,,,,Open,,entire company,13229,3,2,1,0,,,
Jackson Township,New Jersey,Ocean County,United States,08527,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-21 10:11:40,2021-05-21 10:11:53,,,,,,,,,,Open,,entire company,13228,2,0,2,0,,,
Chino,California,San Bernardino County,United States,91710,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-21 10:05:29,2021-05-24 05:32:58,2021-05-23 22:54:15,2021-05-26,2021-05-24,,,2021-05-21 21:34:43,,,2021-06-25,Open,,entire company,13227,2,0,2,0,,,
Laguna Hills,California,Orange County,United States,92653,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-05-21 10:02:21,2021-05-24 05:08:27,2021-05-24 04:57:10,,2021-05-24,,,2021-05-24 05:06:08,,,,Open,,entire company,13226,2,1,1,0,,,
San Leandro,California,Alameda County,United States,94578,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-21 09:57:07,2021-05-24 05:08:24,2021-05-24 04:43:51,2021-06-17,2021-05-24,,,2021-05-24 04:52:50,,,,Open,,entire company,13225,2,1,1,1,,,
Bloomfield,New Jersey,Essex County,United States,07003,,Salesperson 2,Salesperson 2,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 08:45:20,2021-05-21 08:45:41,,,,,,,,,,Open,,entire company,13224,3,2,1,0,,,
Inglewood,California,Los Angeles County,United States,90301,,Salesperson 2,Salesperson 2,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 08:25:54,2021-05-24 04:10:44,,,2021-05-24,,,,2021-05-24 04:10:44,2021-05-24 04:10:44,,Lost,Unresponsive,entire company,13223,3,2,1,0,,,
Airmont,New York,Rockland County,United States,10901,,Salesperson 6,Salesperson 6,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 08:11:05,2021-05-25 05:43:05,2021-05-24 06:48:20,2021-07-13,2021-05-24,,,2021-05-24 04:06:27,,,,Open,,entire company,13222,5,4,1,1,,,
Huntington Beach,California,Orange County,United States,92646,,Salesperson 3,Salesperson 3,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 07:41:41,2021-05-24 23:26:46,2021-05-24 23:26:32,2021-06-08,2021-05-25,,,2021-05-24 23:26:11,,,,Open,,entire company,13221,4,3,1,1,,,
Roselle,New Jersey,Union County,United States,07203,,Salesperson 2,Salesperson 2,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 07:04:33,2021-05-24 03:09:03,2021-05-24 01:58:03,2021-06-02,2021-05-21,,2021-05-24 02:54:46,2021-05-24 03:08:43,,,,Open,,entire company,13220,3,2,1,0,,,
Wilton,Connecticut,Fairfield County,United States,06897,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-21 06:07:00,2021-05-21 06:56:38,2021-05-21 06:52:18,2021-06-30,2021-05-21,,,2021-05-21 06:55:09,,,,Open,,entire company,13219,2,1,1,1,,,
Berkeley,California,Alameda County,United States,94702,,Salesperson 3,Salesperson 3,7500,USD,0,USD,,,Sales,,Discussion,2021-05-21 05:57:18,2021-05-24 08:09:45,2021-05-24 08:09:20,2021-05-26,2021-05-24,,,2021-05-24 08:09:15,,,,Open,,entire company,13218,1,0,1,1,,,
Malibu,California,Los Angeles County,United States,90265,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-21 05:50:07,2021-05-21 06:01:08,,,2021-05-21,2021-05-21 06:01:08,,,,2021-05-21 06:01:08,,Won,,entire company,13217,2,0,2,0,,,
Los Angeles,California,Los Angeles County,United States,91405,,Salesperson 6,Salesperson 6,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 04:37:09,2021-05-21 07:23:27,2021-05-21 07:23:21,,2021-05-21,,,,2021-05-21 07:23:27,2021-05-21 07:23:27,,Lost,Unresponsive,entire company,13216,4,3,1,1,,,
Los Angeles,California,Los Angeles County,United States,90057,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-05-21 04:11:25,2021-05-21 06:56:37,2021-05-21 06:55:22,2021-05-26,2021-05-21,,,2021-05-21 06:56:28,,,,Open,,entire company,13215,3,2,1,0,,,
Victorville,California,San Bernardino County,United States,92395,,Salesperson 1,Salesperson 1,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-21 03:17:25,2021-05-21 04:27:27,2021-05-21 03:46:04,,2021-05-21,,,,,,,Open,,entire company,13214,3,2,1,0,,,
Los Angeles,California,Los Angeles County,United States,90028,,Support,Support,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-21 01:04:26,2021-05-21 01:27:03,2021-05-21 01:04:49,,2021-05-21,,,2021-05-21 01:26:37,,,,Open,,entire company,13213,2,0,2,0,,,
Glen Burnie,Maryland,Anne Arundel County,United States,21061,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-21 00:45:42,2021-05-22 09:05:10,2021-05-21 00:54:07,2021-05-24,2021-05-21,,2021-05-22 09:03:35,2021-05-21 00:54:04,,,,Open,,entire company,13212,3,2,1,1,,,
Parsippany-Troy Hills,New Jersey,Morris County,United States,07054,,Salesperson 2,Salesperson 2,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-20 23:29:57,2021-05-21 02:44:49,2021-05-21 02:42:54,2021-06-18,2021-05-21,,,2021-05-21 02:44:26,,,,Open,,entire company,13211,3,2,1,0,,,
Hayward,California,Alameda County,United States,94542,,Salesperson 2,Salesperson 2,7500,USD,0,USD,0,,Sales,,New Lead,2021-05-20 22:48:39,2021-05-21 06:12:58,2021-05-21 06:12:36,2021-05-27,2021-05-21,,,,,,,Open,,entire company,13210,1,1,0,0,,,
Aurora,Colorado,Arapahoe County,United States,80014,,Salesperson 6,Salesperson 6,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-20 22:28:03,2021-05-21 02:49:20,2021-05-21 02:45:01,2021-06-25,2021-05-21,,,2021-05-21 02:49:01,,,,Open,,entire company,13209,2,1,1,0,,,
Stockton,California,San Joaquin County,United States,95210,,Salesperson 3,Salesperson 3,7500,USD,0,USD,0,,Sales,,Discussion,2021-05-20 22:08:17,2021-05-24 04:08:54,2021-05-24 04:08:52,2021-06-24,2021-05-24,,,2021-05-24 04:08:39,,,,Open,,entire company,13208,3,2,1,1,,,
Santa Monica,California,Los Angeles County,United States,90401,,Salesperson 1,Salesperson 1,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-20 21:52:06,2021-05-24 04:54:43,2021-05-20 23:20:04,2021-06-02,2021-05-21,,,2021-05-20 23:33:50,,,,Open,,entire company,13207,4,3,1,1,,,
Amityville,New York,Suffolk County,United States,11701,,Salesperson 1,Salesperson 1,7500,USD,0,USD,0,,Sales,,Enquiry,2021-05-20 21:46:24,2021-05-21 03:14:35,2021-05-21 03:04:17,2021-07-01,2021-05-21,,,2021-05-21 03:05:19,,,,Open,,entire company,13203,2,1,1,1,,,
New York,New York,New York County,United States,10009,,Salesperson 3,Salesperson 3,7500,USD,75,USD,,,Sales,,Enquiry,2021-05-20 21:01:33,2021-05-21 04:34:26,2021-05-21 01:25:15,2021-06-04,2021-05-21,,,2021-05-21 01:25:06,,,,Open,,entire company,13201,3,2,1,1,,,
